ARO Accession	CVTERM ID	Model Sequence ID	Model ID	Model Name	ARO Name	Protein Accession	DNA Accession	AMR Gene Family	Drug Class	Resistance Mechanism
ARO:3003647	40257	6067	3775	CTX-M-163	CTX-M-163	AKO63214.1	KP681698.1	CTX-M beta-lactamase	cephalosporin	antibiotic inactivation
ARO:3003648	40258	6068	3776	CTX-M-164	CTX-M-164	AKR53959.1	KP727571.1	CTX-M beta-lactamase	cephalosporin	antibiotic inactivation
ARO:3003649	40259	6069	3777	CTX-M-165	CTX-M-165	AKR53960.1	KP727572.1	CTX-M beta-lactamase	cephalosporin	antibiotic inactivation
ARO:3003650	40260	6070	3778	CTX-M-166	CTX-M-166	CFW94147.1	LN830266.1	CTX-M beta-lactamase	cephalosporin	antibiotic inactivation
ARO:3001880	38280	907	1906	CTX-M-17	CTX-M-17	AAK71471.1	AY033516	CTX-M beta-lactamase	cephalosporin	antibiotic inactivation
ARO:3001881	38281	1009	189	CTX-M-19	CTX-M-19	AAK55534.1	AF325134	CTX-M beta-lactamase	cephalosporin	antibiotic inactivation
ARO:3001865	38265	1086	1648	CTX-M-2	CTX-M-2	AAZ95872.1	DQ125241	CTX-M beta-lactamase	cephalosporin	antibiotic inactivation
ARO:3001882	38282	1168	568	CTX-M-20	CTX-M-20	CAC95175.1	AJ416344	CTX-M beta-lactamase	cephalosporin	antibiotic inactivation
ARO:3001883	38283	1255	1101	CTX-M-21	CTX-M-21	CAD08929.1	AJ416346	CTX-M beta-lactamase	cephalosporin	antibiotic inactivation
ARO:3001884	38284	1334	1044	CTX-M-22	CTX-M-22	AAL86924.1	AY080894	CTX-M beta-lactamase	cephalosporin	antibiotic inactivation
ARO:3001885	38285	1411	1755	CTX-M-23	CTX-M-23	AAL99990.1	AF488377	CTX-M beta-lactamase	cephalosporin	antibiotic inactivation
ARO:3001886	38286	1477	175	CTX-M-24	CTX-M-24	AAN38836.1	AY143430	CTX-M beta-lactamase	cephalosporin	antibiotic inactivation
ARO:3001887	38287	1551	367	CTX-M-25	CTX-M-25	AAM70498.1	AF518567	CTX-M beta-lactamase	cephalosporin	antibiotic inactivation
ARO:3001888	38288	1628	1371	CTX-M-26	CTX-M-26	AAN75444.1	AY157676	CTX-M beta-lactamase	cephalosporin	antibiotic inactivation
ARO:3001889	38289	1704	1825	CTX-M-27	CTX-M-27	AAO61597.1	AY156923	CTX-M beta-lactamase	cephalosporin	antibiotic inactivation
ARO:3001890	38290	1780	1202	CTX-M-28	CTX-M-28	CAD70280.1	AJ549244	CTX-M beta-lactamase	cephalosporin	antibiotic inactivation
ARO:3001891	38291	1862	1930	CTX-M-29	CTX-M-29	AAP22736.1	AY267213	CTX-M beta-lactamase	cephalosporin	antibiotic inactivation
ARO:3001866	38266	1965	1317	CTX-M-3	CTX-M-3	CAA71321.1	Y10278	CTX-M beta-lactamase	cephalosporin	antibiotic inactivation
ARO:3001892	38292	2043	463	CTX-M-30	CTX-M-30	AAP43508.1	AY292654	CTX-M beta-lactamase	cephalosporin	antibiotic inactivation
ARO:3001893	38293	786	799	CTX-M-31	CTX-M-31	CAD99181.1	AJ567481	CTX-M beta-lactamase	cephalosporin	antibiotic inactivation
ARO:3001894	38294	867	1586	CTX-M-32	CTX-M-32	CAD89606.1	AJ557142	CTX-M beta-lactamase	cephalosporin	antibiotic inactivation
ARO:3001895	38295	4724	1230	CTX-M-33	CTX-M-33	AAO88912.1	AY238472.1	CTX-M beta-lactamase	cephalosporin	antibiotic inactivation
ARO:3001896	38296	1028	666	CTX-M-34	CTX-M-34	AAR99493.1	AY515297	CTX-M beta-lactamase	cephalosporin	antibiotic inactivation
ARO:3001897	38297	1106	321	CTX-M-35	CTX-M-35	BAD83775.1	AB176534	CTX-M beta-lactamase	cephalosporin	antibiotic inactivation
ARO:3001898	38298	1186	316	CTX-M-36	CTX-M-36	BAD16611.1	AB177384	CTX-M beta-lactamase	cephalosporin	antibiotic inactivation
ARO:3001899	38299	1273	2017	CTX-M-37	CTX-M-37	AAT70415.1	AY649755	CTX-M beta-lactamase	cephalosporin	antibiotic inactivation
ARO:3001900	38300	1352	192	CTX-M-38	CTX-M-38	AAV70602.1	AY822595	CTX-M beta-lactamase	cephalosporin	antibiotic inactivation
ARO:3001901	38301	1431	1152	CTX-M-39	CTX-M-39	AAX54694.1	AY954516	CTX-M beta-lactamase	cephalosporin	antibiotic inactivation
ARO:3001867	38267	1512	987	CTX-M-4	CTX-M-4	CAA74573.1	Y14156	CTX-M beta-lactamase	cephalosporin	antibiotic inactivation
ARO:3001902	38302	4239	694	CTX-M-40	CTX-M-40	AAV28215.2	AY750914.2	CTX-M beta-lactamase	cephalosporin	antibiotic inactivation
ARO:3001903	38303	1667	567	CTX-M-41	CTX-M-41	AAY43008.1	DQ023162	CTX-M beta-lactamase	cephalosporin	antibiotic inactivation
ARO:3001904	38304	1742	92	CTX-M-42	CTX-M-42	AAY84742.1	DQ061159	CTX-M beta-lactamase	cephalosporin	antibiotic inactivation
ARO:3001905	38305	1820	1936	CTX-M-43	CTX-M-43	AAZ14955.1	DQ102702	CTX-M beta-lactamase	cephalosporin	antibiotic inactivation
ARO:3001906	38306	1903	1473	CTX-M-44	CTX-M-44	BAA07082.1	D37830	CTX-M beta-lactamase	cephalosporin	antibiotic inactivation
ARO:3001907	38307	1981	1738	CTX-M-45	CTX-M-45	BAA28282.1	D89862	CTX-M beta-lactamase	cephalosporin	antibiotic inactivation
ARO:3001908	38308	768	1254	CTX-M-46	CTX-M-46	AAV97956.1	AY847147	CTX-M beta-lactamase	cephalosporin	antibiotic inactivation
ARO:3001909	38309	825	532	CTX-M-47	CTX-M-47	AAV97952.1	AY847143	CTX-M beta-lactamase	cephalosporin	antibiotic inactivation
ARO:3001910	38310	908	754	CTX-M-48	CTX-M-48	AAV97953.1	AY847144	CTX-M beta-lactamase	cephalosporin	antibiotic inactivation
ARO:3001911	38311	1010	708	CTX-M-49	CTX-M-49	AAV97954.1	AY847145	CTX-M beta-lactamase	cephalosporin	antibiotic inactivation
ARO:3001868	38268	1087	1675	CTX-M-5	CTX-M-5	AAC32890.1	U95364	CTX-M beta-lactamase	cephalosporin	antibiotic inactivation
ARO:3001912	38312	1169	131	CTX-M-50	CTX-M-50	AAV97955.1	AY847146	CTX-M beta-lactamase	cephalosporin	antibiotic inactivation
ARO:3001913	38313	1256	1901	CTX-M-51	CTX-M-51	ABA62022.1	DQ211987	CTX-M beta-lactamase	cephalosporin	antibiotic inactivation
ARO:3001914	38314	1335	1331	CTX-M-52	CTX-M-52	ABB17185.1	DQ223685	CTX-M beta-lactamase	cephalosporin	antibiotic inactivation
ARO:3001915	38315	1412	1632	CTX-M-53	CTX-M-53	ABB72225.1	DQ268764	CTX-M beta-lactamase	cephalosporin	antibiotic inactivation
ARO:3001916	38316	1478	1021	CTX-M-54	CTX-M-54	ABC18328.3	DQ303459	CTX-M beta-lactamase	cephalosporin	antibiotic inactivation
ARO:3001917	38317	1552	762	CTX-M-55	CTX-M-55	ABI34705.1	DQ885477	CTX-M beta-lactamase	cephalosporin	antibiotic inactivation
ARO:3001918	38318	1629	197	CTX-M-56	CTX-M-56	ABN48311.1	EF374097	CTX-M beta-lactamase	cephalosporin	antibiotic inactivation
ARO:3001919	38319	1705	195	CTX-M-58	CTX-M-58	ABM97538.1	EF210159	CTX-M beta-lactamase	cephalosporin	antibiotic inactivation
ARO:3001920	38320	1781	1837	CTX-M-59	CTX-M-59	ABD73290.1	DQ408762	CTX-M beta-lactamase	cephalosporin	antibiotic inactivation
ARO:3001869	38269	1863	1229	CTX-M-6	CTX-M-6	CAA06311.1	AJ005044	CTX-M beta-lactamase	cephalosporin	antibiotic inactivation
ARO:3001921	38321	1966	1377	CTX-M-60	CTX-M-60	CAL80726.1	AM411407	CTX-M beta-lactamase	cephalosporin	antibiotic inactivation
ARO:3001922	38322	2044	976	CTX-M-61	CTX-M-61	ABN09669.1	EF219142	CTX-M beta-lactamase	cephalosporin	antibiotic inactivation
ARO:3001923	38323	787	2032	CTX-M-62	CTX-M-62	ABP04245.1	EF219134	CTX-M beta-lactamase	cephalosporin	antibiotic inactivation
ARO:3001924	38324	868	1563	CTX-M-63	CTX-M-63	BAD90119.1	AB205197	CTX-M beta-lactamase	cephalosporin	antibiotic inactivation
ARO:3001925	38325	949	1127	CTX-M-64	CTX-M-64	BAF63422.1	AB284167	CTX-M beta-lactamase	cephalosporin	antibiotic inactivation
ARO:3001926	38326	1029	668	CTX-M-65	CTX-M-65	ABN69105.1	EF418608	CTX-M beta-lactamase	cephalosporin	antibiotic inactivation
ARO:3001927	38327	1107	1729	CTX-M-66	CTX-M-66	ABQ45409.1	EF576988	CTX-M beta-lactamase	cephalosporin	antibiotic inactivation
ARO:3001928	38328	1187	1272	CTX-M-67	CTX-M-67	ABS90365.1	EF581888	CTX-M beta-lactamase	cephalosporin	antibiotic inactivation
ARO:3001929	38329	1274	819	CTX-M-68	CTX-M-68	ABV81082.1	EU177100	CTX-M beta-lactamase	cephalosporin	antibiotic inactivation
ARO:3001930	38330	1353	503	CTX-M-69	CTX-M-69	ABY91281.1	EU402393	CTX-M beta-lactamase	cephalosporin	antibiotic inactivation
ARO:3001870	38270	1432	1082	CTX-M-7	CTX-M-7	CAA06312.1	AJ005045	CTX-M beta-lactamase	cephalosporin	antibiotic inactivation
ARO:3001932	38332	1513	1631	CTX-M-71	CTX-M-71	ACV92002.1	FJ815436	CTX-M beta-lactamase	cephalosporin	antibiotic inactivation
ARO:3001933	38333	1591	1855	CTX-M-72	CTX-M-72	AAV97957.1	AY847148	CTX-M beta-lactamase	cephalosporin	antibiotic inactivation
ARO:3001935	38335	1668	1400	CTX-M-74	CTX-M-74	ACS32293.1	GQ149243	CTX-M beta-lactamase	cephalosporin	antibiotic inactivation
ARO:3001936	38336	1743	1848	CTX-M-75	CTX-M-75	ACS32294.1	GQ149244	CTX-M beta-lactamase	cephalosporin	antibiotic inactivation
ARO:3001937	38337	1821	466	CTX-M-76	CTX-M-76	CAQ42486.1	AM982520	CTX-M beta-lactamase	cephalosporin	antibiotic inactivation
ARO:3001938	38338	1904	949	CTX-M-77	CTX-M-77	CAQ42480.1	AM982521	CTX-M beta-lactamase	cephalosporin	antibiotic inactivation
ARO:3001939	38339	1982	1459	CTX-M-78	CTX-M-78	CAQ42481.2	AM982522	CTX-M beta-lactamase	cephalosporin	antibiotic inactivation
ARO:3001940	38340	769	1656	CTX-M-79	CTX-M-79	ABO09821.1	EF426798	CTX-M beta-lactamase	cephalosporin	antibiotic inactivation
ARO:3001871	38271	826	729	CTX-M-8	CTX-M-8	AAF04388.1	AF189721	CTX-M beta-lactamase	cephalosporin	antibiotic inactivation
ARO:3001941	38341	909	1297	CTX-M-80	CTX-M-80	ABW86620.2	EU202673	CTX-M beta-lactamase	cephalosporin	antibiotic inactivation
ARO:3001942	38342	1011	713	CTX-M-81	CTX-M-81	ABV57756.3	EU136031	CTX-M beta-lactamase	cephalosporin	antibiotic inactivation
ARO:3001943	38343	1088	512	CTX-M-82	CTX-M-82	ABB59946.1	DQ256091	CTX-M beta-lactamase	cephalosporin	antibiotic inactivation
ARO:3001944	38344	1170	1998	CTX-M-83	CTX-M-83	ACI29345.1	FJ214366	CTX-M beta-lactamase	cephalosporin	antibiotic inactivation
ARO:3001945	38345	1257	1604	CTX-M-84	CTX-M-84	ACI29346.1	FJ214367	CTX-M beta-lactamase	cephalosporin	antibiotic inactivation
ARO:3002495	38895	1336	1304	CTX-M-85	CTX-M-85	ACI29347.1	FJ214368	CTX-M beta-lactamase	cephalosporin	antibiotic inactivation
ARO:3001946	38346	1413	1017	CTX-M-86	CTX-M-86	ACI29348.1	FJ214369	CTX-M beta-lactamase	cephalosporin	antibiotic inactivation
ARO:3001947	38347	1479	800	CTX-M-87	CTX-M-87	ACB41777.1	EU545409	CTX-M beta-lactamase	cephalosporin	antibiotic inactivation
ARO:3001948	38348	5891	225	CTX-M-88	CTX-M-88	WP_063860086.1	NZ_SQNR01000043.1	CTX-M beta-lactamase	cephalosporin	antibiotic inactivation
ARO:3001949	38349	1630	2005	CTX-M-89	CTX-M-89	ACR56321.1	FJ971899	CTX-M beta-lactamase	cephalosporin	antibiotic inactivation
ARO:3001872	38272	1706	510	CTX-M-9	CTX-M-9	AAF05311.2	AF174129	CTX-M beta-lactamase	cephalosporin	antibiotic inactivation
ARO:3001950	38350	1782	1688	CTX-M-90	CTX-M-90	ACQ99521.1	FJ907381	CTX-M beta-lactamase	cephalosporin	antibiotic inactivation
ARO:3001951	38351	1864	1846	CTX-M-91	CTX-M-91	ACX34099.1	GQ870432	CTX-M beta-lactamase	cephalosporin	antibiotic inactivation
ARO:3001952	38352	1967	1391	CTX-M-92	CTX-M-92	ACY74743.1	GU127598	CTX-M beta-lactamase	cephalosporin	antibiotic inactivation
ARO:3001953	38353	2045	905	CTX-M-93	CTX-M-93	ADN26580.1	HQ166709	CTX-M beta-lactamase	cephalosporin	antibiotic inactivation
ARO:3001954	38354	788	459	CTX-M-94	CTX-M-94	ADK11041.1	HM167760	CTX-M beta-lactamase	cephalosporin	antibiotic inactivation
ARO:3001955	38355	869	1627	CTX-M-95	CTX-M-95	CBL80615.1	FN813245	CTX-M beta-lactamase	cephalosporin	antibiotic inactivation
ARO:3001956	38356	950	1250	CTX-M-96	CTX-M-96	CAG28417.1	AJ704396	CTX-M beta-lactamase	cephalosporin	antibiotic inactivation
ARO:3001957	38357	1030	702	CTX-M-98	CTX-M-98	ADO17948.1	HM755448	CTX-M beta-lactamase	cephalosporin	antibiotic inactivation
ARO:3001958	38358	1108	884	CTX-M-99	CTX-M-99	ADL27532.1	HM803271	CTX-M beta-lactamase	cephalosporin	antibiotic inactivation
ARO:3003499	40101	3259	2155	Cutibacterium acnes 16S rRNA mutation conferring resistance to tetracycline	Cutibacterium acnes 16S rRNA mutation conferring resistance to tetracycline		NR_040847.1	16S rRNA with mutation conferring resistance to tetracycline derivatives	aminoglycoside antibiotic;glycopeptide antibiotic;glycylcycline;nucleoside antibiotic;peptide antibiotic;tetracycline antibiotic	antibiotic target alteration
ARO:3003974	40779	4442	2462	Cutibacterium acnes gyrA conferring resistance to fluoroquinolones	Cutibacterium acnes gyrA conferring resistance to fluoroquinolones	AER05434.1	CP003084.1	fluoroquinolone resistant gyrA	fluoroquinolone antibiotic;nybomycin	antibiotic target alteration
ARO:3003970	40743	3769	2436	D-Ala-D-Ala ligase	D-Ala-D-Ala ligase	AAN62561.1	AY168442.1	van ligase	glycopeptide antibiotic	antibiotic target alteration
ARO:3004780	42895	5778	3580	DES-1	DES-1	AAM45855.1	AF426161.1	DES beta-lactamase	penam	antibiotic inactivation
ARO:3002854	39288	5109	1992	dfrA1	dfrA1	AAP74961.2	KJ541681.1	trimethoprim resistant dihydrofolate reductase dfr	diaminopyrimidine antibiotic	antibiotic target replacement
ARO:3003011	39445	686	1497	dfrA10	dfrA10	AHG97174.1	KF976462	trimethoprim resistant dihydrofolate reductase dfr	diaminopyrimidine antibiotic	antibiotic target replacement
ARO:3002858	39292	5110	1139	dfrA12	dfrA12	ADG84870.1	GU585907.1	trimethoprim resistant dihydrofolate reductase dfr	diaminopyrimidine antibiotic	antibiotic target replacement
ARO:3003012	39446	491	114	dfrA13	dfrA13	CAA90683.1	Z50802	trimethoprim resistant dihydrofolate reductase dfr	diaminopyrimidine antibiotic	antibiotic target replacement
ARO:3002859	39293	6119	1592	dfrA14	dfrA14	AHK10285.1	KF921535.1	trimethoprim resistant dihydrofolate reductase dfr	diaminopyrimidine antibiotic	antibiotic target replacement
ARO:3003013	39447	2102	2051	dfrA15	dfrA15	AHB39758.1	KF534911	trimethoprim resistant dihydrofolate reductase dfr	diaminopyrimidine antibiotic	antibiotic target replacement
ARO:3004640	42648	5459	3339	dfrA15b	dfrA15b	CAI29521.1	AJ867237.1	trimethoprim resistant dihydrofolate reductase dfr	diaminopyrimidine antibiotic	antibiotic target replacement
ARO:3003014	39448	2103	598	dfrA16	dfrA16	AAK60186.1	AF174129	trimethoprim resistant dihydrofolate reductase dfr	diaminopyrimidine antibiotic	antibiotic target replacement
ARO:3002860	39294	291	1142	dfrA17	dfrA17	ABG91835.1	DQ838665	trimethoprim resistant dihydrofolate reductase dfr	diaminopyrimidine antibiotic	antibiotic target replacement
ARO:3004568	42475	5832	3270	dfrA18	dfrA18	AAK64581.1	AY034138.1	trimethoprim resistant dihydrofolate reductase dfr	diaminopyrimidine antibiotic	antibiotic target replacement
ARO:3003015	39449	716	875	dfrA19	dfrA19	CAC81324.1	AJ310778	trimethoprim resistant dihydrofolate reductase dfr	diaminopyrimidine antibiotic	antibiotic target replacement
ARO:3003016	39450	342	601	dfrA20	dfrA20	CAE53424.1	AJ605332	trimethoprim resistant dihydrofolate reductase dfr	diaminopyrimidine antibiotic	antibiotic target replacement
ARO:3003017	39451	383	157	dfrA21	dfrA21	CAP69659.1	AM932669	trimethoprim resistant dihydrofolate reductase dfr	diaminopyrimidine antibiotic	antibiotic target replacement
ARO:3003018	39452	419	1356	dfrA22	dfrA22	CAX16467.1	FM957884	trimethoprim resistant dihydrofolate reductase dfr	diaminopyrimidine antibiotic	antibiotic target replacement
ARO:3003019	39453	4587	787	dfrA23	dfrA23	CAG34233.2	AJ746361	trimethoprim resistant dihydrofolate reductase dfr	diaminopyrimidine antibiotic	antibiotic target replacement
ARO:3002856	39290	66	263	dfrA24	dfrA24	CAI99385.1	AJ972619	trimethoprim resistant dihydrofolate reductase dfr	diaminopyrimidine antibiotic	antibiotic target replacement
ARO:3003020	39454	49	524	dfrA25	dfrA25	ABB71176.1	DQ267940	trimethoprim resistant dihydrofolate reductase dfr	diaminopyrimidine antibiotic	antibiotic target replacement
ARO:3002857	39291	111	654	dfrA26	dfrA26	CAL48457.1	AM403715	trimethoprim resistant dihydrofolate reductase dfr	diaminopyrimidine antibiotic	antibiotic target replacement
ARO:3004550	42453	5114	3258	dfrA27	dfrA27	ACD45689.1	KP076293.1	trimethoprim resistant dihydrofolate reductase dfr	diaminopyrimidine antibiotic	antibiotic target replacement
ARO:3004551	42454	5115	3259	dfrA28	dfrA28	CAT00035.1	FM877476.1	trimethoprim resistant dihydrofolate reductase dfr	diaminopyrimidine antibiotic	antibiotic target replacement
ARO:3004554	42459	5118	3262	dfrA29	dfrA29	ANN23980.1	KX118301.1	trimethoprim resistant dihydrofolate reductase dfr	diaminopyrimidine antibiotic	antibiotic target replacement
ARO:3003105	39679	69	511	dfrA3	dfrA3	AAA25550.1	J03306	trimethoprim resistant dihydrofolate reductase dfr	diaminopyrimidine antibiotic	antibiotic target replacement
ARO:3004552	42455	5116	3260	dfrA30	dfrA30	CAQ53849.2	AM997279.2	trimethoprim resistant dihydrofolate reductase dfr	diaminopyrimidine antibiotic	antibiotic target replacement
ARO:3005084	43294	6118	3819	dfrA31	dfrA31	BAD88719.1	AB200915.1	trimethoprim resistant dihydrofolate reductase dfr	diaminopyrimidine antibiotic	antibiotic target replacement
ARO:3004555	42460	5119	3263	dfrA32	dfrA32	ACZ52983.1	GU067642.1	trimethoprim resistant dihydrofolate reductase dfr	diaminopyrimidine antibiotic	antibiotic target replacement
ARO:3004642	42653	5469	3342	dfrA3b	dfrA3b	AAN85115.1	AY162283.2	trimethoprim resistant dihydrofolate reductase dfr	diaminopyrimidine antibiotic	antibiotic target replacement
ARO:3002861	39295	2104	1582	dfrA5	dfrA5	ABB89122.1	DQ278190	trimethoprim resistant dihydrofolate reductase dfr	diaminopyrimidine antibiotic	antibiotic target replacement
ARO:3004547	42450	5111	3255	dfrA6	dfrA6	ACY06082.1	FJ905898.1	trimethoprim resistant dihydrofolate reductase dfr	diaminopyrimidine antibiotic	antibiotic target replacement
ARO:3004644	42657	5471	3343	dfrA6 from Proteus mirabilis	dfrA6 from Proteus mirabilis	CAB06660.1	Z86002.1	trimethoprim resistant dihydrofolate reductase dfr	diaminopyrimidine antibiotic	antibiotic target replacement
ARO:3002862	39296	525	2053	dfrA7	dfrA7	ACS44716.1	FJ854362	trimethoprim resistant dihydrofolate reductase dfr	diaminopyrimidine antibiotic	antibiotic target replacement
ARO:3002863	39297	568	403	dfrA8	dfrA8	AHV80711.1	KJ174469	trimethoprim resistant dihydrofolate reductase dfr	diaminopyrimidine antibiotic	antibiotic target replacement
ARO:3004548	42451	5112	3256	dfrA9	dfrA9	CAA40897.1	X57730.1	trimethoprim resistant dihydrofolate reductase dfr	diaminopyrimidine antibiotic	antibiotic target replacement
ARO:3002864	39298	5104	714	dfrB1	dfrB1	AAY33960.1	AY970968.1	trimethoprim resistant dihydrofolate reductase dfr	diaminopyrimidine antibiotic	antibiotic target replacement
ARO:3003021	39455	5108	1971	dfrB2	dfrB2	ABI20482.1	DQ839391.1	trimethoprim resistant dihydrofolate reductase dfr	diaminopyrimidine antibiotic	antibiotic target replacement
ARO:3003022	39456	392	1039	dfrB3	dfrB3	ACR57831.1	GQ150744	trimethoprim resistant dihydrofolate reductase dfr	diaminopyrimidine antibiotic	antibiotic target replacement
ARO:3004498	42133	6117	3076	dfrB4	dfrB4	ABY55281.1	EU339233.1	trimethoprim resistant dihydrofolate reductase dfr	diaminopyrimidine antibiotic	antibiotic target replacement
ARO:3004549	42452	5113	3257	dfrB5	dfrB5	AAX46054.1	AY943084.1	trimethoprim resistant dihydrofolate reductase dfr	diaminopyrimidine antibiotic	antibiotic target replacement
ARO:3003023	39457	430	710	dfrB6	dfrB6	ADO00942.1	GU060319	trimethoprim resistant dihydrofolate reductase dfr	diaminopyrimidine antibiotic	antibiotic target replacement
ARO:3004556	42461	5120	3264	dfrB7	dfrB7	ADB54781.1	GU295656.1	trimethoprim resistant dihydrofolate reductase dfr	diaminopyrimidine antibiotic	antibiotic target replacement
ARO:3002865	39299	4707	1397	dfrC	dfrC	AAO04716.1	AE015929.1	trimethoprim resistant dihydrofolate reductase dfr	diaminopyrimidine antibiotic	antibiotic target replacement
ARO:3002866	39300	683	474	dfrD	dfrD	AAA85213.1	U43152	trimethoprim resistant dihydrofolate reductase dfr	diaminopyrimidine antibiotic	antibiotic target replacement
ARO:3002875	39309	4696	1544	dfrE	dfrE	EOD99669.1	AIIS01000002.1	trimethoprim resistant dihydrofolate reductase dfr	diaminopyrimidine antibiotic	antibiotic target replacement
ARO:3002867	39301	677	5	dfrF	dfrF	AAD01868.1	AF028812	trimethoprim resistant dihydrofolate reductase dfr	diaminopyrimidine antibiotic	antibiotic target replacement
ARO:3002868	39302	750	448	dfrG	dfrG	BAE15963.1	AB205645	trimethoprim resistant dihydrofolate reductase dfr	diaminopyrimidine antibiotic	antibiotic target replacement
ARO:3004645	42659	5472	3344	dfrI	dfrI	ABO40886.1	CP000602.1	trimethoprim resistant dihydrofolate reductase dfr	diaminopyrimidine antibiotic	antibiotic target replacement
ARO:3002869	39303	50	1913	dfrK	dfrK	CBL80435.1	FN812951	trimethoprim resistant dihydrofolate reductase dfr	diaminopyrimidine antibiotic	antibiotic target replacement
ARO:3002132	38532	5901	868	DHA-1	DHA-1	CAA76196.1	Y16410.1	DHA beta-lactamase	cephalosporin;cephamycin	antibiotic inactivation
ARO:3002141	38541	2110	1883	DHA-10	DHA-10	AJO16043.1	KP050490	DHA beta-lactamase	cephalosporin;cephamycin	antibiotic inactivation
ARO:3002143	38543	1983	846	DHA-12	DHA-12	CDL68900.1	HG798963	DHA beta-lactamase	cephalosporin;cephamycin	antibiotic inactivation
ARO:3002144	38544	770	1207	DHA-13	DHA-13	AIT76108.1	KM087855	DHA beta-lactamase	cephalosporin;cephamycin	antibiotic inactivation
ARO:3002145	38545	827	1793	DHA-14	DHA-14	AIT76107.1	KM087854	DHA beta-lactamase	cephalosporin;cephamycin	antibiotic inactivation
ARO:3002146	38546	910	32	DHA-15	DHA-15	AIT76106.1	KM087853	DHA beta-lactamase	cephalosporin;cephamycin	antibiotic inactivation
ARO:3002147	38547	1012	423	DHA-16	DHA-16	AIT76105.1	KM087852	DHA beta-lactamase	cephalosporin;cephamycin	antibiotic inactivation
ARO:3002148	38548	1089	829	DHA-17	DHA-17	AIT76103.1	KM087850	DHA beta-lactamase	cephalosporin;cephamycin	antibiotic inactivation
ARO:3002149	38549	1171	1472	DHA-18	DHA-18	AIT76094.1	KM087841	DHA beta-lactamase	cephalosporin;cephamycin	antibiotic inactivation
ARO:3002150	38550	1258	180	DHA-19	DHA-19	AIT76102.1	KM087849	DHA beta-lactamase	cephalosporin;cephamycin	antibiotic inactivation
ARO:3002133	38533	1337	315	DHA-2	DHA-2	AAG36927.1	AF259520	DHA beta-lactamase	cephalosporin;cephamycin	antibiotic inactivation
ARO:3002151	38551	1414	1792	DHA-20	DHA-20	AIT76101.1	KM087848	DHA beta-lactamase	cephalosporin;cephamycin	antibiotic inactivation
